Tanggal,Suhu Maks (C),Suhu Min (C),Suhu Rata-rata (C),Curah Hujan (mm),Kecepatan Angin Maks (km/h)
2017-08-12,35.2,23.1,28.2,0.0,19.2
2017-08-13,34.0,24.5,28.2,0.6,24.9
2017-08-14,34.0,24.0,27.7,0.0,27.2
2017-08-15,33.8,22.6,27.0,0.0,30.4
2017-08-16,32.6,22.2,26.5,0.0,29.8
2017-08-17,34.1,22.3,26.9,0.0,21.7
2017-08-18,34.3,23.4,27.7,0.0,19.1
2017-08-19,33.5,24.3,27.4,0.0,25.5
2017-08-20,32.5,24.2,27.3,0.0,32.2
2017-08-21,34.7,23.0,27.6,0.0,25.6
2017-08-22,34.2,23.1,27.4,0.0,29.2
2017-08-23,35.5,22.9,27.8,0.0,21.7
2017-08-24,33.6,24.0,27.8,0.0,20.2
2017-08-25,35.8,22.6,27.9,0.0,17.6
2017-08-26,35.8,22.9,28.0,0.0,23.2
2017-08-27,34.7,22.2,27.5,0.0,25.2
2017-08-28,35.6,23.0,28.1,0.0,22.3
2017-08-29,35.0,23.1,27.7,0.0,29.7
2017-08-30,35.0,22.9,27.7,0.0,26.2
2017-08-31,34.5,24.2,27.8,0.0,26.5
2017-09-01,35.5,22.7,27.6,0.0,30.0
2017-09-02,34.4,22.4,27.4,0.0,27.7
2017-09-03,35.7,23.0,27.8,0.0,27.3
2017-09-04,34.1,23.7,28.1,0.0,29.0
2017-09-05,35.5,24.4,28.7,0.0,19.1
2017-09-06,36.5,23.4,28.5,0.0,18.3
2017-09-07,35.5,22.5,28.5,0.0,15.8
2017-09-08,36.0,23.5,29.0,0.0,24.1
2017-09-09,37.3,24.0,29.3,0.1,21.5
2017-09-10,33.4,25.5,28.5,0.5,28.5
2017-09-11,34.1,23.5,27.6,0.0,35.3
2017-09-12,34.0,21.8,27.1,0.0,36.8
2017-09-13,35.5,23.6,28.3,0.0,22.1
2017-09-14,35.2,23.6,28.8,0.2,22.3
2017-09-15,37.2,23.8,29.0,0.0,20.9
2017-09-16,36.8,23.3,29.1,0.0,20.7
2017-09-17,34.8,25.2,29.1,0.9,24.0
2017-09-18,35.8,23.6,28.8,0.0,24.3
2017-09-19,34.7,22.4,27.5,0.0,21.5
2017-09-20,34.3,22.9,27.7,0.0,24.8
2017-09-21,36.1,22.4,28.2,0.0,19.5
2017-09-22,34.8,23.4,28.2,0.0,26.8
2017-09-23,35.1,24.3,28.5,0.5,23.9
2017-09-24,33.9,24.9,28.4,2.3,18.6
2017-09-25,34.8,24.6,27.6,4.4,19.0
2017-09-26,34.2,25.0,28.0,9.5,13.8
2017-09-27,32.8,24.6,27.1,26.5,13.0
2017-09-28,33.2,24.5,27.3,46.0,9.1
2017-09-29,33.1,24.5,28.0,1.1,16.1
2017-09-30,32.6,24.9,28.0,0.3,21.3
2017-10-01,31.5,25.0,27.8,0.8,19.3
2017-10-02,32.7,24.7,27.6,3.7,21.1
2017-10-03,32.7,24.4,28.0,0.7,19.2
2017-10-04,33.5,24.9,28.4,0.1,13.6
2017-10-05,32.8,25.0,28.3,1.5,16.8
2017-10-06,34.2,25.3,29.1,0.4,19.0
2017-10-07,33.5,25.4,28.5,1.4,21.9
2017-10-08,33.2,25.0,28.2,1.7,20.4
2017-10-09,34.1,25.1,28.9,0.4,21.0
2017-10-10,33.5,25.5,29.0,0.7,15.9
2017-10-11,34.6,25.8,28.9,2.2,12.5
2017-10-12,35.0,24.9,29.5,0.2,18.1
2017-10-13,34.8,25.6,29.3,0.0,30.6
2017-10-14,34.0,25.2,28.8,0.0,31.2
2017-10-15,34.2,25.1,28.8,1.7,27.5
2017-10-16,32.8,24.6,27.6,8.1,25.0
2017-10-17,31.5,24.1,27.2,21.0,21.4
2017-10-18,32.8,24.9,28.0,0.0,28.5
2017-10-19,33.2,25.0,28.5,0.0,24.1
2017-10-20,35.1,24.8,28.8,0.0,25.8
2017-10-21,35.2,23.6,28.5,0.0,32.2
2017-10-22,35.6,23.6,28.5,0.1,31.1
2017-10-23,35.5,23.9,29.2,1.0,21.7
2017-10-24,33.8,25.9,28.4,1.5,21.6
2017-10-25,34.6,25.5,29.1,1.7,19.7
2017-10-26,35.8,25.1,29.0,13.8,18.0
2017-10-27,34.0,25.5,28.8,7.7,15.1
2017-10-28,33.3,25.4,28.8,4.3,14.1
2017-10-29,34.2,25.5,29.1,0.5,18.9
2017-10-30,34.7,25.0,29.0,0.0,21.9
2017-10-31,35.5,24.2,29.0,0.0,26.2
2017-11-01,36.3,24.3,29.5,0.0,23.2
2017-11-02,36.8,25.5,30.0,1.6,19.2
2017-11-03,35.4,25.7,29.6,2.4,16.5
2017-11-04,35.3,25.9,28.9,13.3,20.6
2017-11-05,35.5,25.2,27.7,27.2,9.7
2017-11-06,33.4,26.0,27.9,19.7,10.8
2017-11-07,33.3,25.6,28.0,3.8,16.2
2017-11-08,31.9,25.3,28.0,7.5,17.6
2017-11-09,33.4,25.1,27.7,5.2,17.1
2017-11-10,31.8,24.2,27.8,0.9,16.2
2017-11-11,33.0,24.6,28.3,0.9,20.2
2017-11-12,31.9,25.1,27.5,8.0,18.8
2017-11-13,31.2,24.5,26.6,16.3,19.1
2017-11-14,31.3,24.1,26.9,5.3,19.6
2017-11-15,29.6,24.8,27.0,8.7,21.6
2017-11-16,30.6,24.8,26.5,9.0,13.7
2017-11-17,30.2,24.4,26.3,14.7,17.9
2017-11-18,30.2,24.0,26.4,15.3,19.1
2017-11-19,30.8,24.9,26.6,9.5,18.2
2017-11-20,30.1,24.2,26.8,12.5,18.4
2017-11-21,25.7,23.6,24.8,28.4,13.0
2017-11-22,29.7,23.9,26.3,16.5,9.1
2017-11-23,28.5,24.1,25.9,12.1,16.6
2017-11-24,28.4,23.2,25.2,22.9,8.2
2017-11-25,29.0,23.7,26.0,5.1,10.8
2017-11-26,30.0,23.8,26.4,13.1,13.6
2017-11-27,28.1,23.4,25.8,13.2,13.1
2017-11-28,27.4,23.6,25.0,24.6,19.1
2017-11-29,29.0,24.3,26.1,9.1,18.0
2017-11-30,29.8,23.5,25.5,19.6,14.6
2017-12-01,28.3,24.1,25.4,37.8,14.8
2017-12-02,30.3,23.2,26.6,1.1,18.0
2017-12-03,31.9,23.5,27.7,0.7,9.7
2017-12-04,31.8,24.1,27.3,0.5,16.4
2017-12-05,31.4,25.0,27.8,0.1,18.6
2017-12-06,31.5,24.3,27.9,3.0,14.5
2017-12-07,31.1,25.2,27.6,1.4,16.6
2017-12-08,30.5,24.4,26.9,11.0,18.4
2017-12-09,32.0,25.8,27.9,0.7,20.3
2017-12-10,31.1,25.0,27.1,2.8,24.3
2017-12-11,29.6,24.8,26.9,3.0,20.6
2017-12-12,29.0,23.7,25.9,16.0,20.9
2017-12-13,29.5,23.3,25.8,17.8,19.5
2017-12-14,29.8,23.9,25.9,7.9,19.6
2017-12-15,29.5,23.5,25.9,0.0,13.1
2017-12-16,29.8,23.6,26.4,11.8,9.2
2017-12-17,29.4,24.0,26.2,7.2,8.6
2017-12-18,28.5,23.5,25.3,8.9,10.2
2017-12-19,29.0,23.1,25.2,18.7,8.9
2017-12-20,28.4,22.3,25.1,10.4,14.8
2017-12-21,25.8,23.8,24.7,23.0,12.3
2017-12-22,28.9,22.8,25.5,3.7,14.3
2017-12-23,31.6,23.2,27.2,0.0,25.9
2017-12-24,32.0,23.5,27.0,0.0,26.7
2017-12-25,32.0,22.1,26.9,0.0,21.0
2017-12-26,30.5,24.0,27.2,2.1,11.1
2017-12-27,30.0,24.0,26.6,3.0,16.8
2017-12-28,30.5,23.9,26.8,1.3,18.6
2017-12-29,30.7,24.1,26.9,6.8,12.9
2017-12-30,30.4,24.4,27.3,8.5,12.6
2017-12-31,31.5,25.2,27.6,0.1,23.8
2018-01-01,31.1,24.4,27.0,5.1,15.5
2018-01-02,30.2,24.1,26.5,9.2,14.4
2018-01-03,31.1,23.6,26.6,12.6,12.1
2018-01-04,29.6,24.0,26.1,55.1,7.3
2018-01-05,30.4,23.4,26.5,6.9,16.9
2018-01-06,30.0,23.8,26.6,0.3,20.5
2018-01-07,28.2,23.8,25.5,19.1,9.4
2018-01-08,30.8,23.5,26.6,1.5,8.3
2018-01-09,31.1,24.0,26.9,4.7,7.6
2018-01-10,29.7,23.5,26.1,14.8,9.6
2018-01-11,28.1,22.7,25.2,0.8,7.6
2018-01-12,28.6,23.5,25.7,5.8,13.0
2018-01-13,29.5,23.8,26.3,2.0,10.2
2018-01-14,30.0,23.1,25.9,2.2,10.9
2018-01-15,30.5,22.3,26.0,0.0,12.2
2018-01-16,28.1,23.5,25.5,3.7,10.1
2018-01-17,29.1,23.2,25.9,6.7,8.2
2018-01-18,28.6,23.5,25.3,17.6,15.4
2018-01-19,28.1,23.2,25.3,10.6,20.3
2018-01-20,28.3,23.6,25.1,14.7,18.1
2018-01-21,28.4,23.2,25.5,2.6,10.3
2018-01-22,28.0,22.8,24.9,15.4,10.6
2018-01-23,29.2,22.5,25.2,6.4,13.7
2018-01-24,29.2,23.1,25.5,2.8,11.5
2018-01-25,27.1,23.2,25.4,10.6,20.6
2018-01-26,29.6,22.8,25.7,3.7,9.8
2018-01-27,29.8,22.9,26.1,2.3,13.8
2018-01-28,30.0,24.2,26.3,7.3,20.9
2018-01-29,28.6,22.8,25.7,6.5,17.4
2018-01-30,29.0,23.4,26.0,3.2,15.9
2018-01-31,29.8,22.4,25.8,1.7,9.3
2018-02-01,29.2,23.5,25.6,7.9,9.3
2018-02-02,28.1,22.5,25.2,5.0,10.5
2018-02-03,28.6,23.1,25.6,6.3,22.5
2018-02-04,28.9,22.6,25.7,8.6,13.7
2018-02-05,27.3,23.1,25.3,16.4,14.1
2018-02-06,27.9,22.3,24.8,2.6,10.4
2018-02-07,27.6,22.1,24.5,15.2,12.9
2018-02-08,27.3,22.1,24.3,11.2,13.7
2018-02-09,28.0,21.9,24.5,14.0,10.2
2018-02-10,29.5,22.2,25.5,0.8,10.2
2018-02-11,28.6,23.4,25.7,6.3,19.1
2018-02-12,29.5,22.8,25.2,12.1,14.3
2018-02-13,28.4,22.5,25.0,0.6,8.8
2018-02-14,28.1,22.4,25.3,0.9,8.4
2018-02-15,29.0,22.3,24.9,16.1,6.3
2018-02-16,29.4,21.6,25.2,2.9,8.4
2018-02-17,29.5,22.2,25.7,0.4,9.5
2018-02-18,30.0,22.8,26.3,9.1,10.7
2018-02-19,30.0,23.6,26.1,4.6,12.7
2018-02-20,28.6,23.4,25.8,1.1,9.3
2018-02-21,30.5,23.2,26.3,1.9,9.7
2018-02-22,29.4,23.0,25.6,12.0,6.6
2018-02-23,29.0,23.5,25.1,21.0,15.3
2018-02-24,29.0,23.5,25.6,2.4,11.5
2018-02-25,29.4,23.4,25.9,5.3,12.6
2018-02-26,29.1,23.6,25.8,0.1,12.6
2018-02-27,30.9,22.5,26.5,2.0,11.1
2018-02-28,31.0,22.8,26.8,0.6,9.6
2018-03-01,29.9,24.0,25.9,10.2,14.3
2018-03-02,30.5,23.2,26.7,5.8,10.0
2018-03-03,30.4,24.0,26.3,7.8,10.2
2018-03-04,28.9,23.4,26.4,3.0,9.5
2018-03-05,30.0,24.3,26.3,14.1,11.5
2018-03-06,30.7,23.0,26.7,5.8,9.0
2018-03-07,29.3,23.5,26.1,15.6,15.3
2018-03-08,29.8,23.4,25.9,11.6,12.2
2018-03-09,29.9,23.5,26.6,10.4,11.4
2018-03-10,30.5,23.5,26.4,0.2,11.9
2018-03-11,30.2,24.2,26.5,4.5,8.0
2018-03-12,30.1,24.1,26.5,3.8,12.2
2018-03-13,29.8,23.9,26.1,4.7,11.0
2018-03-14,30.7,24.0,26.9,0.8,12.1
2018-03-15,32.0,22.6,26.9,0.1,20.2
2018-03-16,30.9,23.9,26.5,5.1,14.1
2018-03-17,29.6,23.0,25.5,12.8,10.6
2018-03-18,30.0,22.8,25.7,6.8,12.5
2018-03-19,31.0,22.9,26.9,0.7,18.6
2018-03-20,32.8,23.1,27.5,0.0,17.3
2018-03-21,31.3,22.4,26.4,0.8,21.9
2018-03-22,29.5,23.5,25.4,11.3,18.8
2018-03-23,32.1,22.8,27.1,1.4,13.8
2018-03-24,30.0,24.2,26.8,0.5,24.6
2018-03-25,31.1,24.0,26.9,2.3,24.4
2018-03-26,31.0,23.0,26.6,0.5,14.7
2018-03-27,30.7,23.9,26.7,3.8,15.2
2018-03-28,32.0,23.8,27.3,0.9,20.2
2018-03-29,32.7,24.2,27.9,0.0,22.1
2018-03-30,30.8,24.0,26.9,0.2,10.1
